no,name,category,description,member_count,day,period,room,3d_modeling,AI,STEM,academic,academic_support,aerospace,algorithms,animal_welfare,anime,anthropology,astronomy,badminton,baseball,basketball,billiards,biology,board_games,business,charity,cheerleading,chemistry,chinese_culture,climbing,coffee,community_service,competition,computer_science,craftsmanship,creative_arts,culture,cybersecurity,cycling,dance,data_science,debate,design,dodgeball,drones,economics,engineering,entrepreneurship,environment,equestrian,experiments,fashion,fencing,figure_skating,film,finance,fitness,food,football,forensic_science,frisbee,game_development,gaming,gender_studies,geography,geology,golf,hands_on,health,history,hobbies,humanities,investment,journalism,language_learning,law,linguistics,literature,machine_learning,magic,mahjong,martial_arts,math,media,medicine,mental_health,meteorology,motorsport,music,nutrition,outdoor_sports,peer_support,performing_arts,personal_growth,philosophy,photography,physics,pickleball,politics,programming,psychology,racquet_sports,rc_racing,religion,research,rhythm_games,robotics,rowing,running,scuba_diving,skiing,social_sciences,speedcubing,sports,strategy,swimming,table_tennis,tcg,tchoukball,teaching,team_sports,technology,tennis,theater,visual_arts,voice_acting,volleyball,volunteer,water_sports,web_development,wellness,winter_sports,writing,yoga
28,Charity Bake Sale,SOCIAL Volunteers and charitable projects,Led by Joyce Jiao and Yifan Liu. We bake cookies and sell them during major school wide events as well as DEI events on the UN calendar and donate all profits to DEI initiatives. We accompany our bake sale with advocacy posters and online articles pertaining to DEI.,1,friday,lunchtime,A201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Cheer SCIE,SPORTS,Official SCIE Cheerleading club: We perform during sports day and varsity games.,1,monday,period11,H102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Chemistry Curiosity Club,ACADEMIC Natural sciences,"Our ECA aims to stimulate students' interest in Chemistry. We will introduce a wide range of topics, including inorganic, organic and physical Chemistry. The seniors will be delivering detailed knowledge about each topic every week, thus enriching our members' knowledge of the subject and enabling them a perceptive understanding of the world of Chemistry. Our lab session every semester will enhance members interest through a series of simple but eye-opening experiments, which will be under the guidance of our supervisor, thus also ensuring the safety of the safety of this process. We won ECA award in two consecutive years.",1,wednesday,lunchtime,A414,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Chinese Debate Club,ACADEMIC Languages,"We aim to build a highly skilled Chinese debate team that proudly represents SCIE. We welcome all students who are interested in or already skilled in Chinese debating, and will select a core team through tryouts. Our goal is to carve out a space for SCIE on the Chinese debating stage, and we firmly believe that in the future, Chinese debate will become one of SCIE’s shining hallmarks.",2,monday,period11,B522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Chinese Traditional Fitness & Meditation,SPORTS,"Introduce students to traditional Chinese fitness and meditation through basic Baduanjin, Tai Chi, stretching, breathing and mindfulness exercises. No previous experience is required. Sessions will focus on movement, balance, flexibility, concentration and relaxation, while also exploring the cultural background of these traditional practices.",0,monday,lunchtime,B432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
33,Chronoscience,ACADEMIC Social sciences,"Chronoscience is a history club which aims explore the intersection between history and technology. Rather than treating history simply as a collection of past events, the club examines how technologies have shaped human connection, migration, communication, conflict, and collective memory, as well as how digital tools can change the ways we research and present history.",1,thursday,period13,A201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
34,Climbing ECA,SPORTS,Climbing activity at school climbing wall,3,thursday,period11,BBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CognitAble,SOCIAL Volunteers and charitable projects,"Our ECA focuses on neurodiversity and cognitive accessibility in school environments. We will introduce the concept of ""cognitive variations"" that result from genetic differences, the environments in which people grow up, and differences in how people think, and then explore how these variations may influence students’ experiences in school. Then, we will explain and examine cognitive barriers, such as ADHD, dyslexia, and autism, that can arise from everyday learning materials, classroom environments, and communication methods. Each session will focus on a different aspect of neurodiversity or cognitive accessibility, such as attention, memory, reading, sensory processing, or executive function. The most important component of CogniAble ECA is to investigate practical ways to reduce them. The ECA aims to connect concepts from cognitive science with practical changes in the school environment, with a focus on making information and everyday school experiences more cognitively accessible.",1,tuesday,period11,A401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Cognitive Aquarium,ACADEMIC Social sciences,"Cognitive Aquarium is an experiment-based cognitive science and behavioural science club that requires no prerequisite in psychology background. We will give an intro about what is cognitive science and specify its comprising blocks and components. Participants will ideally gain skills on reading, writing, interpreting and summarising research studies throughout hands-on experiment process. Each typical session will be a deep dive into a specific cognitive science concepts—e.g. memory, decision-making, attention, perception, etc— and usually includes 1. A short lecture/explanation 2. An activity (such as a game, a social interaction game, or other interactive tasks) 3. Replication of an classical or fun experiment (with participants trying to summarise the results) 4. A post-class assignment to read a relevant paper, discuss interesting ideas or ""fun facts"" gleaned from it, and log them in a shared document.",1,thursday,period11,A506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Compus ESG Lab,ACADEMIC Business and economics,"Our club is dedicated to imparting to students some basic concepts about ESG. Meanwhile, we will use specific company cases to help students understand and train them to apply the abstract notions in practice. Furthermore, each semester, our club will select one campus or community issue, such as an investigation into food waste in the school canteen, to publish a report. Additionally, it is essential to equip members with literacy in dissecting ESG reports and investigative skills, such as visualisation of data and scoring & rubric design. Overall, our club is created to educate students to have a mindset that includes environmental concerns, social welfare and justice in administration when they are making financial and economic decisions for sustainability.",3,tuesday,period11,A207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Constellation Lab — Student Opportunity & Project Collaboration,ACADEMIC Others,"Constellation Lab is an interdisciplinary academic ECA that connects students with competitions, research opportunities and collaborative projects across business, STEM, social sciences, writing and community impact. Members will discover and evaluate opportunities, organise reliable information, and form teams based on complementary skills, interests, availability and commitment. The ECA will also develop and test CoQuest, a WeChat Mini Program that provides a verified opportunity calendar and a safe, structured team-matching process. Members may contribute through research, programming, product design, writing, data organisation, communication or project leadership. No previous competition or technical experience is required. The ECA welcomes students who are curious, responsible and willing to turn ideas and opportunities into meaningful projects.",13,thursday,period11,A411,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Cosmology Horizon,ACADEMIC Natural sciences,"Our ECA is an astronomy outreach club that aims to make astronomy accessible, engaging, and relevant to students with different levels of scientific background. Through regular student-led sessions, we introduce topics ranging from neutron stars, stellar evolution, and auroras to asteroid defense, Mars exploration, and the future of human spaceflight. Rather than focusing on highly technical theory, our sessions emphasize clear explanations, visual materials, discussion, and curiosity-driven exploration. A distinctive part of our ECA is our astronomy photography program. We have access to remotely operated telescopes located at astronomical observatories in Ningxia and other regions of China. Members can apply for observing time and use these telescopes to capture astronomical objects under the guidance of the current and former club presidents. This gives students an opportunity to move beyond learning about astronomy and actually observe and photograph the universe themselves. We also organize an annual visit to the Shenzhen Astronomical Observatory, where members can experience professional astronomical facilities and learn about the daily work of astronomers.",1,tuesday,period11,B523,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,D-Sign,SOCIAL Volunteers and charitable projects,"D-sign club is a design club that aims to deliver free pro‑bono design for local community shops and small‑and‑micro‑sized businesses. It not only provides a pathway for art lovers, writers, filmmaker students to utilize their talents to benefit their community, but also greatly enriches their portfolios with real life design rooted in local stories.",1,friday,period11,A208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,DECODE THE WORLD,ACADEMIC Mathematics and computer sciences,"DECODE THE WORLD is an interdisciplinary and project-based ECA that explores how mathematics, data, computer science, and scientific thinking can be used to understand and solve real-world problems. Each year we decode a different domain by breaking complex problems into measurable components to find patterns in data and building computational solutions. This year's theme is DECODE SOUND, exploring the science and technology behind sound through signal processing, Fourier analysis, spectrograms, algorithms, and AI. At the end of every session there is a short technical lesson with a practical experiment or mini-build, allowing members to immediately apply what they learn. No prior coding (we will be doing vibe coding) or music experience is required. The goal to learn how to apply knowledge from different disciplines to problems beyond the classroom",1,tuesday,period11,A208,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Desktop intelligence,SOCIAL Interests and hobbies,"This ECA focus on students’ interest, introducing them to electrical technology and building a robot at final.",1,thursday,period11,A212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
43,Dodgeball,SPORTS,"The dodgeball club is an organization dedicated to promoting the sport of dodgeball among students at our school. Our club's activities include weekly practices where members can work on their throwing and catching skills, as well as strategy and teamwork. We organize intramural games and pick-up games, which allow members to play in a more casual setting. Additionally, the members of the dodgeball club will be able to participate in the once-in-a-year dodgeball house event, providing our members with the opportunity to showcase their abilities and test their mettle against other players. Overall, our goal is to provide a fun and inclusive environment for students to enjoy the game of dodgeball, while also helping them to improve their physical fitness and teamwork abilities.",1,thursday,lunchtime,B431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Downbeats,SOCIAL Active and performance,"This ECA is a school band that provides a creative and collaborative space for musicians of all skill levels. Our primary focus is on contemporary and popular music, exploring various genres from rock and pop to jazz and funk. We aim to develop our members' instrumental proficiency, stage presence, and ability to perform as a cohesive unit. We prepare for school events, concerts, and competitions, fostering a sense of community and shared passion for music. The band is a platform for members to express themselves musically, build confidence, and contribute to the school's vibrant cultural life.",5,tuesday,lunchtime,G118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Dragon's Den: TTRPG society,SOCIAL Media and creative,"Dragon's Den is a platform for SCIE students interested in tabletop roleplaying games such as Dungeons and Dragons to meet new friends and form campaigns. The whole ECA is a network of creativity. Our members post and and exchange art of their characters, discuss theories about lore and worldbuilding, and unleash their inner creative spirits when they roleplay as their characters in our magical, medieval fantasy dungeon.",1,wednesday,lunchtime,A220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Dynamics of Stories and Mind,ACADEMIC Social sciences,"DSM is a club that intends to focus on the behavioural and developmental aspects of psychology. We aim to expand students' knowledge of various types of psychological experiments by incorporating literature and media into the lessons. The club seeks to explore the psychological theories and disorders reflected in literary and media characters, and explain the experiments done by past psychologists involved with the disorder (e.g Freud with Harry Potter dreams, or tie Pavlov to 1984 by George Orwell). At the end of every session, the club leader and members are encouraged to come up with a short story with characters sharing the same mental health problem. By the end of the semester, the club will compile the stories into a student-produced psychology magazine/journal, joining creative storytelling with rigorous academic insights.",1,tuesday,period11,A415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
47,E-girls,SPORTS,"Our ECA is a K-pop dance performance group that aims to promote dance culture and provide students with opportunities to develop confidence, creativity, and teamwork through choreography and stage performances. The group will participate in school events such as Halloween activities and SCIE Got Talent Show",1,thursday,period11,G021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Earth Rangers,ACADEMIC Natural sciences,"This is a geology club where students can explore the forces and processes that shape the Earth. Each secession begins with an intriguing earth mystery. Why do earthquakes and volcanoes occur in plate boundaries? How can seismic waves reveal Earth’s interior? Why are some mountains red? How do glaciers create fjords, and how can ocean temperatures affect weather around the world? We will first go through the basic knowledge of geology such as rock cycle and sedimentary processes. Then we will talk about interesting geographical phenomena and landscapes. Some topics and activities will be selected through member voting, allowing the club to reflect students’ interests. We will use maps, photographs, rock samples, models, real data and group challenges to examine evidence and develop explanations.",3,thursday,period11,A201,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Earth Three-Body Organization,ACADEMIC Languages,"Earth Three-body Organization was founded in 2023. Inspired by the sci-fi ""The Three-body Problem,"" this community was founded to gather enthusiasts of the book, given its widespread influence around the globe. After reforms, we held weekly seminars discussing the literary, scientific and humanitarian aspects of the novel. Everyone will have a nametag, and will be invited by the host to share their thoughts in the seminars. Such activity format was inspired by US liberal arts based education, valuing interdisciplinary, freedom of expression and belonging. Apart from weekly activities, ETO also held projects. In 2024, we attempted to invite the book's author, Mr. Cixin Liu, to give speech at SCIE, but received a kind rejection. Last year, we successfully invited the department head of Astronomy of Sun Yat-sen Univeristy, Prof. Jun Cui, to speak at SCIE, making tangible community impact. Next year, we will be focusing on publishing and creating an archive to the content of our discussion",1,thursday,period11,A416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
